Sigla;Código;Município;1970;1975;1980;1985;1996
SE;2802205;Feira Nova;134.4222063;208.2897011;319.6320979;814.2225326;2157.913874
SE;2802304;Frei Paulo;1215.176745;1703.640932;2365.388565;3583.478319;7811.073863
SE;2802403;Gararu;468.8646557;585.723422;724.6419924;2296.109961;7290.697642
SE;2802502;General Maynard;0;337.3232037;444.1619477;927.4627134;2092.246197
SE;2802601;Gracho Cardoso;388.2113319;753.5583137;1448.609517;1886.195722;2580.813957
SE;2802700;Ilha das Flores;1045.267076;1983.93473;3729.1796;2817.940719;3077.755716
SE;2802809;Indiaroba;1457.997019;1845.371688;2313.113171;3060.277296;5874.373266
SE;2802908;Itabaiana;4859.739141;7471.824109;11376.95742;22646.65088;43496.39311
SE;2803005;Itabaianinha;1713.506749;2275.237788;2991.944794;6416.805;8719.958389
SE;2803104;Itabi;547.3672242;719.7429972;937.2639618;2230.218194;4517.578263
SE;2803203;Itaporanga d'Ajuda;1891.159136;2532.255315;3357.938351;5470.176302;9085.319917
SE;2803302;Japaratuba;2092.039682;2570.256542;3127.294922;5399.250278;11627.49469
SE;2803401;Japoatã;366.0585523;375.9954975;382.4727883;800.7294855;3256.030591
SE;2803500;Lagarto;4974.80455;6902.49882;9484.675357;13839.34227;30117.64503
SE;2803609;Laranjeiras;1755.231401;2766.033304;4316.84287;9819.90742;22840.97135
SE;2803708;Macambira;755.9904884;465.4238156;283.7701332;954.3397341;3140.267834
SE;2803807;Malhada dos Bois;180.6634453;505.0244339;1398.106658;2053.259041;2175.812295
SE;2803906;Malhador;709.3190984;435.5416093;264.8521244;1186.008864;6487.741459
SE;2804003;Maruim;2547.354579;2375.508765;2193.863914;4588.116761;10967.06335
SE;2804102;Moita Bonita;480.6938098;1105.31343;2517.028744;3314.654898;3205.41903
SE;2804201;Monte Alegre de Sergipe;436.6033262;423.0869022;406.0298219;1300.11634;6654.013356
SE;2804300;Muribeca;1820.506825;1376.230091;1030.328228;1819.464334;4642.983423
SE;2804409;Neópolis;3596.277939;5376.969399;7961.734516;9889.188719;11360.5177
SE;2804458;Nossa Senhora Aparecida;355.9500024;698.190387;1356.264958;2003.748101;2805.752789
SE;2804508;Nossa Senhora da Glória;2109.675875;3532.602506;5858.138293;9650.606011;21172.47614
SE;2804607;Nossa Senhora das Dores;2959.009144;2353.115868;1853.216375;6746.939634;13433.4139
SE;2804706;Nossa Senhora de Lourdes;681.574355;710.6112985;733.7308619;2244.039814;3950.674958
SE;2804805;Nossa Senhora do Socorro;3658.649843;2965.201296;2379.980107;12065.07024;111255.7164
SE;2804904;Pacatuba;1331.209994;1335.397587;1326.662386;2855.487472;5545.057961
SE;2805000;Pedra Mole;0;34.98166557;46.06123902;270.3207666;2617.369158
SE;2805109;Pedrinhas;808.1463045;366.3876974;164.5044251;584.6842213;2870.533253
SE;2805208;Pinhão;135.497584;344.3450307;866.6463247;2827.610234;5220.577089
SE;2805307;Pirambu;603.8245508;824.2767784;1114.348863;1204.84232;2764.368098
SE;2805406;Poço Redondo;1070.861065;707.4339708;462.8331999;2352.644025;10428.61956
SE;2805505;Poço Verde;742.44073;831.7350175;922.771122;2649.176193;8184.099439
SE;2805604;Porto da Folha;1923.958155;2235.083117;2571.446808;6444.827366;8910.395611
SE;2805703;Propriá;10112.52881;11946.42983;13976.62496;24654.52651;38248.07929
SE;2805802;Riachão do Dantas;1060.322364;1610.872542;2423.65192;3540.319679;6239.707528
SE;2805901;Riachuelo;1900.945073;1100.432365;630.8744701;2310.700366;10725.11012
SE;2806008;Ribeirópolis;1689.203214;1780.777601;1859.187886;4391.651173;11957.51416
SE;2806107;Rosário do Catete;1184.958633;1898.339409;3011.829266;5109.349633;8775.699475
SE;2806206;Salgado;1380.999979;1306.643915;1224.352972;3118.982935;6724.408408
SE;2806305;Santa Luzia do Itanhy;197.0091856;451.9040241;1026.577527;1403.799348;2540.389364
SE;2806404;Santana do São Francisco;;;;;3890.495245
SE;2806503;Santa Rosa de Lima;495.749097;587.7625265;690.1248514;1487.004304;2376.684069
SE;2806602;Santo Amaro das Brotas;1168.612893;961.0570017;782.7326175;1939.935094;4468.343166
SE;2806701;São Cristóvão;4835.005455;5571.355012;6357.853385;19226.47753;71072.36476
SE;2806800;São Domingos;455.9601239;451.3309254;442.4346512;1541.266604;5383.600401
SE;2806909;São Francisco;358.3158332;593.9789831;975.1287679;2004.194791;3432.657734
SE;2807006;São Miguel do Aleixo;19.35679771;68.66203251;241.2046133;1229.125863;5594.798414
SE;2807105;Simão Dias;1961.166222;2621.404883;3470.081018;8639.994441;17101.17179
SE;2807204;Siriri;172.0604241;355.3592853;726.8422391;1616.748943;4494.866341
SE;2807303;Telha;170.5548954;101.5148278;59.83848462;356.2261296;3151.357591
SE;2807402;Tobias Barreto;3894.480162;5048.883344;6482.268081;13574.70771;29029.29807
SE;2807501;Tomar do Geru;798.7905189;730.2836895;661.2049735;1748.71906;3914.705861
SE;2807600;Umbaúba;288.2012104;597.4794142;1226.693047;3637.426168;9053.737338
SP;3500105;Adamantina;16792.44479;25067.10216;29850.04559;42060.50985;75703.41668
SP;3500204;Adolfo;1272.691414;1395.171328;1220.064067;2377.483892;8128.351033
SP;3500303;Aguaí;5048.192511;8787.185871;12201.53256;16087.28866;44102.03035
SP;3500402;Águas da Prata;2454.096181;2461.599365;1969.671625;4370.009933;11095.32732
SP;3500501;Águas de Lindóia;4076.787968;5721.382347;6405.226391;7144.843196;16780.03063
SP;3500550;Águas de Santa Bárbara;4372.446178;4550.785426;3778.321509;4816.394094;10516.51924
SP;3500600;Águas de São Pedro;0;574.1729947;549.798548;1709.988254;7632.809768
SP;3500709;Agudos;5316.219113;9643.247787;13953.86271;19685.96037;52971.42014
SP;3500758;Alambari;;;;;8494.339563
SP;3500808;Alfredo Marcondes;1302.472147;2428.065271;3610.795855;4829.319204;8872.507029
SP;3500907;Altair;518.8602018;1761.136391;4768.54942;6671.117244;14632.59792
SP;3501004;Altinópolis;2676.684137;5226.549646;8141.111455;9665.289637;15305.05191
SP;3501103;Alto Alegre;650.2638505;1504.200722;2775.700732;3475.724194;8782.659527
SP;3501152;Alumínio;;;;;21173.61828
SP;3501202;Álvares Florence;1575.411035;1107.653907;621.2479238;1528.392416;8215.47158
SP;3501301;Álvares Machado;1925.206729;3174.626153;4175.980617;9100.634164;27136.90117
SP;3501400;Álvaro de Carvalho;404.2401966;716.6640167;1013.543442;1993.019244;7384.973316
SP;3501509;Alvinlândia;298.8307276;527.4395661;742.6271528;1468.677956;5499.614718
SP;3501608;Americana;32323.45548;57615.83517;81925.02958;114350.6645;248845.9767
SP;3501707;Américo Brasiliense;696.0095133;1863.175558;3978.716971;9049.73185;20682.62745
SP;3501806;Américo de Campos;2115.148452;2337.854505;2061.316934;2832.239717;5107.250533
SP;3501905;Amparo;17769.27331;28705.71177;36992.83692;48267.04293;103319.3489
SP;3502002;Analândia;1624.124537;2007.622487;1979.682031;2259.904799;5082.271046
SP;3502101;Andradina;18103.51343;29309.71982;37853.94362;57821.51295;132908.7099
SP;3502200;Angatuba;6072.506468;6862.558148;6186.638706;8836.831187;16565.34583
SP;3502309;Anhembi;1453.217922;2694.377677;3985.078344;4862.388048;7590.115642
SP;3502408;Anhumas;822.6032153;1560.148614;2360.435852;2176.556575;3494.81364
SP;3502507;Aparecida;15708.97872;22452.93708;25600.53451;35490.44459;87173.08185
SP;3502606;Aparecida d'Oeste;839.7962161;1698.395693;2740.024915;3864.748245;8498.139718
SP;3502705;Apiaí;5724.245863;10092.60592;14195.11839;17866.18429;36758.37743
SP;3502754;Araçariguama;;;;;15898.07754
SP;3502804;Araçatuba;79460.21621;138488.9381;192544.4893;252929.3548;541373.1075
SP;3502903;Araçoiaba da Serra;3869.653244;5134.012056;5433.65905;8571.481384;33135.11983
SP;3503000;Aramina;1029.737939;749.6836453;435.391579;897.24562;4667.178674
SP;3503109;Arandu;172.8510613;372.2673039;639.5704694;1361.387752;8541.30372
SP;3503158;Arapeí;;;;;5290.375405
SP;3503208;Araraquara;92390.99022;163172.7688;229888.057;262727.5197;485511.7638
SP;3503307;Araras;17306.49504;37116.90455;63501.65492;78746.08673;176140.7103
SP;3503356;Arco-Íris;;;;;
SP;3503406;Arealva;1946.595641;3042.009311;3792.241594;4561.38329;11374.87652
SP;3503505;Areias;1156.229302;1491.379477;1534.556981;2953.692667;8695.596468
SP;3503604;Areiópolis;356.9594445;1058.328748;2503.069886;3201.7555;5915.69319
SP;3503703;Ariranha;3031.699135;2963.709007;2311.190193;3973.980171;11150.20697
SP;3503802;Artur Nogueira;675.4393159;4267.940292;8098.948016;9089.191845;26364.11977
SP;3503901;Arujá;2684.154906;7487.683486;16662.41879;24614.96072;71443.20484
SP;3503950;Aspásia;;;;;4002.712928
SP;3504008;Assis;46767.52057;62784.05401;67236.4894;98692.38817;232088.3611
SP;3504107;Atibaia;12950.73017;28331.00661;49440.2231;68612.73297;187187.2681
SP;3504206;Auriflama;4629.829493;5439.54188;5098.123105;8563.342001;19160.9985
SP;3504305;Avaí;332.6026934;1144.383149;3140.999105;3685.412071;8904.854872
SP;3504404;Avanhandava;2462.488003;2818.3173;2573.097931;4439.164122;12488.87234
SP;3504503;Avaré;30867.57674;47036.84814;57177.41996;70992.25711;182661.4466
SP;3504602;Bady Bassitt;1639.47543;2035.880823;2016.742526;3802.531694;13316.0415
SP;3504701;Balbinos;422.7636082;964.6506296;1755.873296;3387.009846;8734.308114
SP;3504800;Bálsamo;2019.768233;3307.326734;4320.194813;7051.16392;19958.14613
SP;3504909;Bananal;5881.84837;7663.852543;7965.831606;9670.065785;20367.26648
SP;3505005;Barão de Antonina;1042.428011;799.5068647;489.1578045;1535.67544;7516.501594
SP;3505104;Barbosa;895.46879;1622.147316;2344.125162;3645.93641;7795.470158
SP;3505203;Bariri;7703.692416;13721.1979;19495.56329;22335.35569;43386.67545
SP;3505302;Barra Bonita;8154.599329;14533.3377;20662.30504;28365.44709;45742.08761
SP;3505351;Barra do Chapéu;;;;;7680.740553
SP;3505401;Barra do Turvo;246.6376896;419.0333203;567.9215372;1602.922263;7609.100821
SP;3505500;Barretos;36154.32213;55165.19659;67146.09844;99361.14144;225989.708
SP;3505609;Barrinha;1196.141625;1933.947622;2494.350488;3022.584994;8775.877807
SP;3505708;Barueri;34157.58024;51349.98361;61580.63843;105119.4429;357182.2864
SP;3505807;Bastos;3251.523931;4979.998654;6084.4617;8186.555525;21289.64801
SP;3505906;Batatais;10855.53788;17756.43964;23169.20315;37146.23321;90595.68567
SP;3506003;Bauru;197559.7572;288111.9993;335177.513;449713.8968;932512.9634
SP;3506102;Bebedouro;16453.39472;25540.80296;31627.4547;53617.54805;131660.933
SP;3506201;Bento de Abreu;480.2782893;1161.649596;2241.341341;2687.801504;4025.587522
SP;3506300;Bernardino de Campos;11808.00965;9178.761603;5691.701908;7205.615261;11211.03122
SP;3506359;Bertioga;;;;;74978.01067
SP;3506409;Bilac;1963.481623;2894.779488;3404.51144;6889.767568;22996.01914
SP;3506508;Birigui;15398.99301;25003.18083;32385.37033;47015.51307;149062.0254
SP;3506607;Biritiba-Mirim;2668.394655;4413.258283;5822.631341;9374.928128;19578.68948
SP;3506706;Boa Esperança do Sul;1762.282579;2869.699597;3727.760406;4893.994437;14039.94064
SP;3506805;Bocaina;2311.332871;3492.185672;4209.037764;4824.899832;9971.945165
SP;3506904;Bofete;1151.521694;1610.573751;1796.965647;2197.00677;5514.40978
SP;3507001;Boituva;4961.306454;10033.11262;16185.49502;13882.71698;29527.64631
SP;3507100;Bom Jesus dos Perdões;1440.52785;2705.359198;4053.021227;6898.840635;19759.99793
SP;3507159;Bom Sucesso de Itararé;;;;;2580.301902
SP;3507209;Borá;518.0414874;447.716945;308.6691226;542.3665432;3765.664963
SP;3507308;Boracéia;899.3576831;1737.099035;2676.500783;3054.357755;7035.391448
SP;3507407;Borborema;1909.651157;3299.536302;4547.811412;4181.730851;10257.08665
SP;3507456;Borebi;;;;;2041.529695
SP;3507506;Botucatu;34504.30576;59138.87444;80858.09052;106065.5771;221484.9759
SP;3507605;Bragança Paulista;45667.68022;67291.03088;79096.28347;116269.4088;257737.9542
SP;3507704;Braúna;926.5799343;1674.156036;2413.012884;3159.354416;6681.267255
SP;3507753;Brejo Alegre;;;;;
SP;3507803;Brodowski;2189.242098;4178.45925;6361.934846;7224.578822;16002.98223
SP;3507902;Brotas;3121.041336;4340.115878;4814.528869;8833.953199;21847.96426
SP;3508009;Buri;2588.058312;3110.512352;2982.225429;5114.095608;14950.46346
SP;3508108;Buritama;994.7379016;2616.101336;5488.467856;6933.724273;25237.24142
SP;3508207;Buritizal;2056.815056;1231.802616;588.4880755;1064.702985;4813.723479
SP;3508306;Cabrália Paulista;1917.633621;2417.791463;2431.771196;2312.411539;3958.758022
SP;3508405;Cabreúva;2852.707717;4362.408465;5321.646759;8125.414545;21174.27351
SP;3508504;Caçapava;52101.34204;63372.18001;61489.22933;72060.58031;142459.6781
SP;3508603;Cachoeira Paulista;5339.040774;15508.77654;35937.05673;38346.07703;65376.06154
SP;3508702;Caconde;4555.22415;6127.054369;6574.222247;8512.460174;22712.60747
SP;3508801;Cafelândia;6440.518556;10332.5503;13223.45331;15740.52424;26496.3624
SP;3508900;Caiabu;1739.256238;2260.241157;2343.131452;2798.906904;5324.561407
SP;3509007;Caieiras;6448.60336;11464.03238;16257.72633;26445.73761;100966.5983
SP;3509106;Caiuá;728.6557469;1522.662528;2538.256993;3257.181167;8735.783614
SP;3509205;Cajamar;3451.904261;8148.978177;15346.10739;23472.4131;67528.66684
SP;3509254;Cajati;;;;;26484.9737
SP;3509304;Cajobi;181.0382045;771.1998652;2620.681977;5505.708561;13884.92241
SP;3509403;Cajuru;2068.584075;4166.596893;6694.843976;6794.035543;12781.71895
SP;3509452;Campina do Monte Alegre;;;;;4204.679441
SP;3509502;Campinas;597950.0521;830006.6309;919070.6165;1294171.025;2632161.981
SP;3509601;Campo Limpo Paulista;10584.13408;16095.27485;19525.04878;30712.75366;80516.56636
SP;3509700;Campos do Jordão;16249.94421;20952.67527;21551.51256;24786.24785;65302.54968
SP;3509809;Campos Novos Paulista;2942.254596;1971.982906;1054.330349;1351.96147;4004.332287
SP;3509908;Cananéia;4265.603959;3578.101321;10495.93936;15964.94817;24977.65091
SP;3509957;Canas;;;;;
SP;3510005;Cândido Mota;3074.783977;6393.085587;10603.69173;15895.54198;31283.29425
SP;3510104;Cândido Rodrigues;727.0183182;870.2652007;831.0143964;1168.384266;2916.553371
SP;3510153;Canitar;;;;;5077.509072
SP;3510203;Capão Bonito;6916.396256;13012.18011;19528.59193;22746.95058;43536.73954
SP;3510302;Capela do Alto;256.3599222;703.4018723;1539.598838;3200.359751;10193.08557
SP;3510401;Capivari;11849.96876;17296.86514;20140.40775;25856.96837;53118.64694
SP;3510500;Caraguatatuba;9541.296712;22086.90994;40786.1944;53317.69661;148102.5571
SP;3510609;Carapicuíba;29619.54909;67550.91207;122895.1255;179628.2678;376719.2163
SP;3510708;Cardoso;4541.817703;6023.61073;6372.865656;9336.112962;25011.21836
SP;3510807;Casa Branca;15314.66543;23129.23052;27865.41537;39441.63173;97944.66018
SP;3510906;Cássia dos Coqueiros;81.87143223;237.8948844;551.4275807;957.1903121;3465.772327
SP;3511003;Castilho;4626.759314;4066.98939;2851.805069;6196.233688;28517.64519
SP;3511102;Catanduva;36302.30475;54066.32809;64234.77666;92720.67989;196836.8423
SP;3511201;Catiguá;820.1470724;1926.905663;3611.435251;4135.719092;10253.52726
SP;3511300;Cedral;3726.275899;4620.024552;4569.453112;5344.643412;9104.381383
SP;3511409;Cerqueira César;3582.693874;6702.220415;10001.80486;12596.99073;28154.55308
SP;3511508;Cerquilho;3387.737526;6443.887698;9777.702902;15342.70408;45400.40116
SP;3511607;Cesário Lange;2093.964219;2951.609422;3318.93835;5990.313255;15515.97091
SP;3511706;Charqueada;2470.572807;4969.863597;7975.206689;7858.23176;13626.72723
SP;3511904;Clementina;1192.252732;2053.654845;2821.871592;3308.136873;6483.618562
SP;3512001;Colina;6289.158745;4986.016996;3153.302375;6531.671518;31421.65244
SP;3512100;Colômbia;971.5068827;916.8902812;690.3026214;1049.299649;5986.22747
SP;3512209;Conchal;3297.167255;3755.424683;3412.147531;6712.277932;18652.01948
SP;3512308;Conchas;5308.441327;8848.73705;11766.47086;14267.99151;31643.52728
SP;3512407;Cordeirópolis;4130.925452;5931.179161;6793.371948;9835.058015;17328.22926
SP;3512506;Coroados;752.3984622;1060.900729;1193.307204;2384.187459;10852.21934
SP;3512605;Coronel Macedo;219.7224562;513.3638485;956.8123768;2795.723909;10576.7937
SP;3512704;Corumbataí;418.9770544;530.1544113;535.1372534;1528.057876;8740.641589
SP;3512803;Cosmópolis;5185.122482;5890.887161;6896.053954;15213.11469;40408.97408
SP;3512902;Cosmorama;984.5039726;1483.214991;1782.548707;2981.201493;6682.43834
SP;3513009;Cotia;27197.28043;44437.95593;57920.63764;81716.93705;183825.176
SP;3513108;Cravinhos;3106.816175;6919.404203;12293.41408;17287.57465;47358.5048
SP;3513207;Cristais Paulista;764.4744985;989.8067962;1022.323928;2079.150321;4937.479066
SP;3513306;Cruzália;672.3691372;1724.577474;3528.647807;6286.332365;7708.586706
SP;3513405;Cruzeiro;19714.9479;35199.41823;50133.26657;64830.99723;130167.7421
SP;3513504;Cubatão;39899.32612;74701.01927;111567.6179;132768.2784;226990.0347
SP;3513603;Cunha;5363.499865;5455.107761;4425.976053;4867.842273;11617.3465
SP;3513702;Descalvado;5957.784123;8468.673443;9602.773294;13726.06787;39945.47367
SP;3513801;Diadema;25659.1209;55365.93551;95300.28023;144820.5866;329647.7418
SP;3513850;Dirce Reis;;;;;3010.208193
SP;3513900;Divinolândia;1353.846471;2179.216947;2798.222109;3971.225403;13911.53129
SP;3514007;Dobrada;802.749393;1459.62716;2117.164249;3093.95427;6099.654533
SP;3514106;Dois Córregos;5534.508819;8891.654873;11395.58898;15336.97235;28398.15512
SP;3514205;Dolcinópolis;0;1681.038175;1609.675753;1426.332437;3265.906833
SP;3514304;Dourado;1674.270789;2367.337164;2670.208644;4648.996926;8827.828587
SP;3514403;Dracena;19827.93048;30799.93431;38165.66718;55602.2162;105031.8614
SP;3514502;Duartina;5288.792183;6622.794354;6615.71371;9495.516189;18683.0104
SP;3514601;Dumont;1009.577099;1496.189962;1768.824106;2547.114987;4440.328655
SP;3514700;Echaporã;1460.176994;1683.174985;1547.760292;3444.99349;12242.02404
SP;3514809;Eldorado;3108.658282;5230.026091;7019.16403;7994.106503;22477.57884
SP;3514908;Elias Fausto;2267.941012;3314.601555;3864.395526;6218.514733;11006.45541
SP;3514924;Elisiário;;;;;5009.548532
SP;3514957;Embaúba;;;;;3445.047127
SP;3515004;Embu;8606.222617;19526.47215;35341.55567;62756.32089;159138.6836
SP;3515103;Embu-Guaçu;4249.639029;7729.584209;11215.29986;18540.68719;39006.66215
SP;3515129;Emilianópolis;;;;;6950.009733
SP;3515152;Engenheiro Coelho;;;;;8851.875565
SP;3515186;Espírito Santo do Pinhal;12433.20038;17992.64402;20771.01447;26593.90046;38256.26432
SP;3515194;Espírito Santo do Turvo;;;;;4644.073661
SP;3515202;Estrela d'Oeste;3230.646716;5121.752101;6477.364033;10936.89377;20077.20985
SP;3515301;Estrela do Norte;1179.460321;1630.849786;1798.851252;2780.365596;7824.955996
SP;3515350;Euclides da Cunha Paulista;;;;;16120.02179
SP;3515400;Fartura;3894.214674;4738.179338;4598.897878;9419.958128;23271.68945
SP;3515509;Fernandópolis;18456.07229;32403.15942;45382.25776;58469.87499;154425.5593
SP;3515608;Fernando Prestes;1594.446143;2179.628932;2376.872792;2995.863913;6532.067648
SP;3515657;Fernão;;;;;
SP;3515707;Ferraz de Vasconcelos;14588.97753;27402.03223;41057.39169;47110.32774;126490.6772
SP;3515806;Flora Rica;1238.305412;1520.853762;1490.039589;2291.248792;3289.075571
SP;3515905;Floreal;740.1177474;1754.176422;3316.625124;3932.389308;7343.263042
SP;3516002;Flórida Paulista;2401.289107;3853.33746;4932.650032;6641.484912;11254.25565
SP;3516101;Florínia;1016.229153;1534.318901;1847.950299;2588.269071;7312.497954
SP;3516200;Franca;63932.37804;99214.8423;122823.9612;149027.8422;338015.2425
SP;3516309;Francisco Morato;4754.17173;8748.330446;12841.80759;24531.90737;88137.60256
SP;3516408;Franco da Rocha;16042.80948;29260.95412;42574.2696;64387.55421;177175.6892
SP;3516507;Gabriel Monteiro;582.9245975;1185.819295;1924.311208;2936.552885;4247.182156
SP;3516606;Gália;3175.792856;4369.105308;4794.943823;6906.22582;18127.74775
SP;3516705;Garça;17893.30853;22719.68471;23012.54315;28897.44625;67482.48712
SP;3516804;Gastão Vidigal;409.3571612;778.6362839;1181.455991;2455.732024;7304.465073
SP;3516853;Gavião Peixoto;;;;;
SP;3516903;General Salgado;3557.211391;5270.618542;6229.657388;10091.29967;26768.79665
SP;3517000;Getulina;4335.604033;4488.304163;3706.513746;5593.630562;19000.67614
SP;3517109;Glicério;986.3460798;1142.021081;1054.798696;1556.015118;6557.771459
SP;3517208;Guaiçara;1203.510054;2831.118048;5312.71966;6238.627137;11064.69103
SP;3517307;Guaimbê;961.5799715;1536.936999;1959.644928;2960.802245;8123.481074
SP;3517406;Guaíra;6019.392376;8556.97778;9703.732598;13346.81568;42511.50231
SP;3517505;Guapiaçu;1901.668692;2983.614632;3734.231738;5471.599208;14853.02576
SP;3517604;Guapiara;829.2552692;1803.337431;3128.357811;4595.767655;10815.97533
SP;3517703;Guará;3790.749652;4453.204264;4173.215334;6869.183445;22040.20423
SP;3517802;Guaraçaí;2164.066632;3420.945677;4313.923037;5084.377472;11514.60812
SP;3517901;Guaraci;978.3636152;1705.907191;2372.800211;3065.82615;10836.53414
SP;3518008;Guarani d'Oeste;521.9303805;1202.405511;2209.734034;3341.547485;13134.07203
SP;3518107;Guarantã;1326.112524;2622.413009;4136.875687;5403.892989;13129.65523
SP;3518206;Guararapes;8281.090692;14274.56855;19628.5901;15504.24343;39961.46108
SP;3518305;Guararema;3169.754838;5464.103932;7513.856473;8436.539824;28703.58464
SP;3518404;Guaratinguetá;175228.3007;208400.4759;197716.9167;271703.4685;416695.5219
SP;3518503;Guareí;1677.03395;3256.7514;5045.195831;4562.015949;8944.395579
SP;3518602;Guariba;5788.617277;8293.038144;9477.704306;10752.67817;18735.78817
SP;3518701;Guarujá;87058.0898;128874.5916;152186.5024;195407.3734;420977.6869
SP;3518800;Guarulhos;318228.3214;471352.7815;556934.3263;753907.4947;1840094.165
SP;3518859;Guatapará;;;;;16555.64068
SP;3518909;Guzolândia;521.9303805;1264.810193;2445.055958;2427.879148;3935.038114
SP;3519006;Herculândia;1507.253067;2140.053551;2423.894822;3283.88479;6804.005089
SP;3519055;Holambra;;;;;6741.246353
SP;3519071;Hortolândia;;;;;126265.0578
SP;3519105;Iacanga;2541.596274;3409.960414;3649.579052;5888.521632;14663.03938
SP;3519204;Iacri;1301.244076;1950.10385;2331.349473;3216.61751;6244.406745
SP;3519253;Iaras;;;;;6369.811147
SP;3519303;Ibaté;2386.142892;3778.580224;4773.220671;6326.460642;26293.68553
SP;3519402;Ibirá;2862.634628;3359.538715;3145.169429;4639.577088;13235.53464
SP;3519501;Ibirarema;635.7316713;848.0693724;902.4841351;1623.568159;8367.567934
SP;3519600;Ibitinga;11882.615;15919.39366;17013.4224;24922.80617;57374.89058
SP;3519709;Ibiúna;6332.141247;9292.34301;10878.03714;15289.51447;32101.84911
SP;3519808;Icém;1209.445733;2686.864022;4761.630103;5170.151484;9371.48678
SP;3519907;Iepê;2328.116515;4021.357628;5541.040815;6278.65506;15232.89394
SP;3520004;Igaraçu do Tietê;1281.492593;2637.330095;4329.757235;5595.427744;13970.75463
SP;3520103;Igarapava;8045.096288;9462.030016;8877.446469;12691.92508;32290.34913
SP;3520202;Igaratá;716.6820499;1286.006072;1840.815136;2763.929834;11664.96274
SP;3520301;Iguape;7354.613097;16460.21138;17069.10681;24139.15693;67846.70645
SP;3520400;Ilhabela;3723.103381;7353.882616;11587.2121;15923.03096;40061.69917
SP;3520426;Ilha Comprida;;;;;8943.098033
SP;3520442;Ilha Solteira;;;;;48762.36512
SP;3520509;Indaiatuba;8983.649919;18138.14042;29213.48476;42709.69599;152240.7703
SP;3520608;Indiana;1266.653396;2883.062606;5234.811169;6263.62218;9624.544623
SP;3520707;Indiaporã;1657.077788;2116.217385;2155.898575;3705.692162;7690.953899
SP;3520806;Inúbia Paulista;622.222885;1736.830726;3867.405164;2871.014712;5028.415858
SP;3520905;Ipaussu;4082.21195;5527.253411;5969.993642;6225.426701;13423.56711
SP;3521002;Iperó;4925.487702;7239.882209;8489.154299;10976.47879;20153.46754
SP;3521101;Ipeúna;466.1554673;651.6782769;726.7522288;1024.632876;3635.208665
SP;3521150;Ipiguá;;;;;
SP;3521200;Iporanga;791.0827139;1463.066934;2158.52539;4058.643891;11846.42083
SP;3521309;Ipuã;2316.654514;3447.796376;4093.290916;5044.44382;13764.65563
SP;3521408;Iracemápolis;4623.996153;5225.284041;4710.348153;5934.149677;11707.7824
SP;3521507;Irapuã;927.19397;1375.363192;1627.477009;2920.271544;5633.932046
SP;3521606;Irapuru;3530.500836;4744.322266;5085.840198;5733.219493;9266.873742
SP;3521705;Itaberá;1171.170838;2835.76046;5477.33749;6613.540266;14637.55607
SP;3521804;Itaí;1854.490279;2533.530491;2761.07609;5008.734402;19719.5791
SP;3521903;Itajobi;2562.47349;3989.046354;4953.697135;7228.20327;15652.66191
SP;3522000;Itaju;1450.966458;1497.254709;1232.493587;1444.583365;4445.056482
SP;3522109;Itanhaém;14512.3254;25618.33036;36075.74443;49362.16488;109084.6355
SP;3522158;Itaóca;;;;;5218.119405
SP;3522208;Itapecerica da Serra;9272.656075;19239.01179;31842.85763;76051.76491;189603.3563
SP;3522307;Itapetininga;33381.43906;74050.58649;131039.6172;143030.79;277077.2667
SP;3522406;Itapeva;21042.39083;30639.5826;35589.44965;50415.62096;121638.9194
SP;3522505;Itapevi;17477.504;24776.72563;28019.41598;42195.55295;127243.3678
SP;3522604;Itapira;15485.57205;21711.50783;24283.05836;29832.46069;70418.89841
SP;3522653;Itapirapuã Paulista;;;;;3222.588214
SP;3522703;Itápolis;7793.85333;11456.03827;13432.82474;21166.86572;42288.36453
SP;3522802;Itaporanga;2333.949854;4260.381462;6203.77613;5534.777591;11673.40502
SP;3522901;Itapuí;1059.313994;2341.667756;4129.300684;4431.03521;11948.66807
SP;3523008;Itapura;883.1880752;1239.708948;1388.151737;2634.354386;5196.34304
SP;3523107;Itaquaquecetuba;8602.84542;18852.3979;32956.54993;54118.52325;196985.9341
SP;3523206;Itararé;7604.013947;12294.98647;15858.56444;22469.36611;42611.41029
SP;3523305;Itariri;1842.311904;2708.181452;3175.72601;6556.609739;20121.46978
SP;3523404;Itatiba;16515.20765;24041.89134;27919.25898;39828.81102;101738.2536
SP;3523503;Itatinga;2440.894413;5103.406072;8511.810072;8382.618603;14391.3471
SP;3523602;Itirapina;3110.602728;5333.937147;7296.286934;10619.45089;43854.14987
SP;3523701;Itirapuã;908.3635406;1085.98256;1035.706432;2057.214329;5464.184162
SP;3523800;Itobi;1023.80226;1879.818941;2753.382983;3371.771285;9109.215587
SP;3523909;Itu;47813.73514;64715.08303;69872.94041;96536.68922;235961.0995
SP;3524006;Itupeva;522.8514341;1810.493006;5001.10606;9506.700406;35111.85181
SP;3524105;Ituverava;18661.67192;21892.79332;20488.137;29866.34448;86221.26885
SP;3524204;Jaborandi;745.5417298;1346.963515;1941.289802;2897.776027;8422.770973
SP;3524303;Jaboticabal;29984.69568;41861.52163;46620.94167;59283.7847;117448.0564
