Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
RS,4323507,Vista Alegre,,,401.3216616924,545.0259452081,
RS,4323606,Vista Alegre do Prata,,,325.1669500969,473.1245656022,
RS,4323705,Vista Gaúcha,,,220.6300280283,529.3360324598,
RS,4323754,Vitória das Missões,,,,455.1135792473,
RS,4323770,Westfalia,,,,,
RS,4323804,Xangri-lá,,,,2184.5291246522,
RS,4399919,Santa Cristina do Pinhal,,,,,
RS,4399929,Santa Izabel,,,,,
SC,4200051,Abdon Batista,,,219.9778950377,415.2142955408,
SC,4200101,Abelardo Luz,734.3060158674,2314.8600707641,1653.6837645902,3916.1505369185,
SC,4200200,Agrolândia,233.7468118843,808.9448915759,789.1843660112,1628.2599078794,
SC,4200309,Agronômica,219.759349464,490.3106482844,405.3209815446,1098.4192739951,
SC,4200408,Água Doce,394.7389088922,1113.8164439874,801.3208352339,1969.7279798961,
SC,4200507,Águas de Chapecó,334.6127307752,736.5232830169,493.5872729703,1517.5402016221,
SC,4200556,Águas Frias,,,,624.5461307881,
SC,4200606,Águas Mornas,135.5388201394,479.8187292108,441.5854194271,1083.2041114194,
SC,4200705,Alfredo Wagner,316.6770383945,960.2575161069,1126.256069046,2333.9572080954,
SC,4200754,Alto Bela Vista,,,,420.2260027275,
SC,4200804,Anchieta,119.9749652917,1222.274430598,780.5421323092,1006.2566521946,
SC,4200903,Angelina,234.880538627,629.3677356616,549.8568447588,987.4090300015,
SC,4201000,Anita Garibaldi,631.0595607728,1213.3377859209,629.8786396172,1589.4503983864,
SC,4201109,Anitápolis,158.5757996024,454.0959011567,362.582332597,779.7285031551,
SC,4201208,Antônio Carlos,166.6974584415,768.1448360112,723.2113709434,1927.2436684265,
SC,4201257,Apiúna,,,946.1312379878,2053.856337535,
SC,4201273,Arabutã,,,,1313.1185574365,
SC,4201307,Araquari,362.5161332128,1359.0499082122,2057.555560042,4309.0490603317,
SC,4201406,Araranguá,1567.2162962543,6063.0740098766,6888.7673785648,15647.0156452355,
SC,4201505,Armazém,242.7093422204,669.7395889503,719.0907817122,1885.1212667797,
SC,4201604,Arroio Trinta,119.2723060063,395.584661065,416.5956370297,870.0134347547,
SC,4201653,Arvoredo,,,,451.9546792698,
SC,4201703,Ascurra,170.0155180386,892.7268763309,906.7627713407,1885.9341366854,
SC,4201802,Atalanta,237.0474741401,448.3429719898,376.9785236033,935.5274851065,
SC,4201901,Aurora,157.617012792,548.6523907083,808.3607258803,1484.3453924641,
SC,4201950,Balneário Arroio do Silva,,,,1492.4511793102,
SC,4202008,Balneário Camboriú,891.7161936015,7007.3977595054,12407.4776549474,48419.8823811738,
SC,4202057,Balneário Barra do Sul,,,,1462.6512331388,
SC,4202073,Balneário Gaivota,,,,1143.0233635425,
SC,4202081,Bandeirante,,,,583.9242245602,
SC,4202099,Barra Bonita,,,,304.824251842,
SC,4202107,Barra Velha,447.1000736671,1696.7473297191,1699.7892639839,4181.0175783099,
SC,4202131,Bela Vista do Toldo,,,,667.0481854429,
SC,4202156,Belmonte,,,,392.4296180293,
SC,4202206,Benedito Novo,515.7490159924,1631.5418950619,1145.5080810031,2205.9522803538,
SC,4202305,Biguaçu,827.7075088136,2851.0622909937,4635.8811711676,14214.5254074797,
SC,4202404,Blumenau,13206.4735386231,50332.6195416605,59842.1720179907,119553.469925335,
SC,4202438,Bocaina do Sul,,,,425.4669175484,
SC,4202453,Bombinhas,,,,2676.5549357579,
SC,4202503,Bom Jardim da Serra,304.9724937627,738.0028368058,425.1803459044,891.3269658092,
SC,4202537,Bom Jesus,,,,318.8158933242,
SC,4202578,Bom Jesus do Oeste,,,,303.2639312083,
SC,4202602,Bom Retiro,329.7559729904,1125.5586043827,734.2065776098,1645.7276723871,
SC,4202701,Botuverá,141.4664809343,423.7965016587,600.7693037482,1028.8695333096,
SC,4202800,Braço do Norte,515.4368303676,2091.1527207301,2170.8669910458,10706.0840336563,
SC,4202859,Braço do Trombudo,,,,727.9876018356,
SC,4202875,Brunópolis,,,,473.1182749156,
SC,4202909,Brusque,2805.3850779175,10188.3917188305,13443.4892010831,31220.2566052227,
SC,4203006,Caçador,2584.0358047608,7353.8798916183,7491.6383211521,17266.4583531493,
SC,4203105,Caibi,219.7003918073,1324.0648368684,994.9540625863,1794.0012808262,
SC,4203154,Calmon,,,,344.9376273058,
SC,4203204,Camboriú,448.5208565415,1849.6813161591,3850.1521618193,10158.066750378,
SC,4203253,Capão Alto,,,,521.738483414,
SC,4203303,Campo Alegre,352.0323020302,1050.5447971543,968.9154032614,2455.5943211864,
SC,4203402,Campo Belo do Sul,575.3784033628,1050.4693005722,749.9130735158,1206.704983473,
SC,4203501,Campo Erê,462.2212628301,2000.0572454108,1523.7660586009,1726.1527716957,
SC,4203600,Campos Novos,1931.4808622697,5656.5766203023,4498.1862736449,7148.0166269591,
SC,4203709,Canelinha,297.609552309,1280.4417467939,1072.6284314006,2288.2915147629,
SC,4203808,Canoinhas,2021.2646747404,6610.2882467022,5963.0386286174,13003.3951424723,
SC,4203907,Capinzal,432.2234138016,1883.2774296124,1830.186279501,5199.0649422283,
SC,4203956,Capivari de Baixo,,,,4118.4024557683,
SC,4204004,Catanduvas,417.730461964,1429.6586130886,1449.6272472694,2282.1574857372,
SC,4204103,Caxambu do Sul,377.9427423678,1207.1039188832,610.3842661826,1855.4556524189,
SC,4204152,Celso Ramos,,,257.8312286161,368.2932077806,
SC,4204178,Cerro Negro,,,,444.0448714585,
SC,4204194,Chapadão do Lageado,,,,399.2223785785,
SC,4204202,Chapecó,3523.7203344543,14724.1112227938,19793.9409640678,49592.8054457878,
SC,4204251,Cocal do Sul,,,,3846.3193812896,
SC,4204301,Concórdia,2672.7941406128,11201.4973800741,11366.3204977222,23663.7461378903,
SC,4204350,Cordilheira Alta,,,,947.1095577709,
SC,4204400,Coronel Freitas,665.8581094863,2344.6155364301,1202.6246736238,2552.5410542393,
SC,4204459,Coronel Martins,,,,412.0524977398,
SC,4204509,Corupá,452.3598698592,1463.0678444981,1976.5255235745,3430.8039454062,
SC,4204558,Correia Pinto,,,1985.0678538133,3453.8899903475,
SC,4204608,Criciúma,6041.6143470777,24348.788064281,30809.1754292217,68572.5939830425,
SC,4204707,Cunha Porã,580.5628110758,2426.7548320516,1179.3270321901,2862.8197731038,
SC,4204756,Cunhataí,,,,519.06652431,
SC,4204806,Curitibanos,2333.5005585038,6842.89939928,4935.499499879,9007.3082404227,
SC,4204905,Descanso,522.4605236656,2209.1641389313,1474.4860459588,1950.6555737431,
SC,4205001,Dionísio Cerqueira,495.8744865735,1897.0106835463,1348.1139994892,2715.7402320302,
SC,4205100,Dona Emma,182.5387042312,473.6926632274,316.6643541153,906.4719597402,
SC,4205159,Doutor Pedrinho,,,436.080622166,815.5933040313,
SC,4205175,Entre Rios,,,,228.4454101636,
SC,4205191,Ermo,,,,408.1883586742,
SC,4205209,Erval Velho,236.5545494694,725.7123068743,522.3578264422,1008.9218202376,
SC,4205308,Faxinal dos Guedes,230.1929216605,967.6715044953,1151.070541475,3464.5524267295,
SC,4205357,Flor do Sertão,,,,317.5418152326,
SC,4205407,Florianópolis,17733.5381742134,69672.9125093991,90832.1962685344,235884.773838155,
SC,4205431,Formosa do Sul,,,,744.5583195985,
SC,4205456,Forquilhinha,,,2137.8922039632,5555.5429422308,
SC,4205506,Fraiburgo,477.8247449552,2286.9503509141,3887.7233562218,8103.7179846798,
SC,4205555,Frei Rogério,,,,465.2062330944,
SC,4205605,Galvão,264.2810789369,849.6435084096,593.1774829955,1080.8610282421,
SC,4205704,Garopaba,248.9830168038,786.3946225639,859.9835553397,2995.498730599,
SC,4205803,Garuva,390.5084553948,1108.054150556,1310.8699532426,2629.9109667058,
SC,4205902,Gaspar,1255.2442721677,5561.8706161545,7425.0889975104,16745.3684929278,
SC,4206009,Governador Celso Ramos,321.1104608739,995.6655027257,1224.6420359784,2654.682014077,
SC,4206108,Grão Pará,206.9858348601,596.0776858002,1009.5982082952,2266.7765112269,
SC,4206207,Gravatal,255.2634570199,919.60540696,1026.4717030312,2478.1189307143,
SC,4206306,Guabiruba,263.001407831,1026.9023143844,1609.6801685232,4293.5630705235,
SC,4206405,Guaraciaba,358.8984527374,1390.487177858,1018.9565978315,2291.4369786337,
SC,4206504,Guaramirim,517.1572341203,2119.8789685993,3174.5276031642,6949.2698545053,
SC,4206603,Guarujá do Sul,165.5878946729,687.5268525255,577.7855081148,1544.7945478115,
SC,4206652,Guatambú,,,,650.6925295653,
SC,4206702,Herval d'Oeste,888.7547795015,2529.3798227938,2494.4865604298,5016.1119667747,
SC,4206751,Ibiam,,,,496.9390262928,
SC,4206801,Ibicaré,245.6011669552,678.3914972599,450.2567576424,898.3539709767,
SC,4206900,Ibirama,1140.7243398984,3105.888525681,1947.8088139463,4776.7409276816,
SC,4207007,Içara,852.4271977898,3511.7705172997,4748.6694481622,10986.0483826929,
SC,4207106,Ilhota,348.2290499141,1494.0119444826,1246.3029261985,2597.458017198,
SC,4207205,Imaruí,639.0294761347,1816.8597931576,1545.4446574491,2514.4983393681,
SC,4207304,Imbituba,918.0789648134,4070.4941072562,3845.6501798864,8844.8528354128,
SC,4207403,Imbuia,137.3684405348,584.3213669953,772.6871034027,1233.2873386552,
SC,4207502,Indaial,1438.9012388381,5701.6895693371,5772.2041640082,13571.2454082398,
SC,4207577,Iomerê,,,,927.4492776194,
SC,4207601,Ipira,172.1611901345,674.1430335138,440.6257051285,1151.8287786305,
SC,4207650,Iporã do Oeste,,,949.111497415,1451.8079793946,
SC,4207684,Ipuaçu,,,,903.4835040997,
SC,4207700,Ipumirim,245.0405859572,1229.4308345054,693.647774874,1808.5848920068,
SC,4207759,Iraceminha,,,563.0508912298,911.3339228184,
SC,4207809,Irani,244.8859429232,718.6706488106,619.5557043184,2292.3282249442,
SC,4207858,Irati,,,,993.3364525443,
SC,4207908,Irineópolis,336.0982704201,1110.1509393095,779.7909042482,2034.9262652557,
SC,4208005,Itá,314.1988837755,888.3146947742,762.5839607207,1986.2207848031,
SC,4208104,Itaiópolis,1126.8006677295,2433.5756458107,2046.0234225318,2955.4737223979,
SC,4208203,Itajaí,5285.8158490487,18700.9661799773,25365.3740173067,56221.3890641799,
SC,4208302,Itapema,120.5229815433,1029.8571206734,2057.014945271,12580.0797111546,
SC,4208401,Itapiranga,829.3747540233,4072.5884317295,2208.3434063036,3912.1438381114,
SC,4208450,Itapoá,,,513.4152588896,2712.5374314445,
SC,4208500,Ituporanga,937.5079289907,2730.9894352576,3879.9035408944,5438.5486010514,
SC,4208609,Jaborá,201.5327348756,1603.3386122409,416.6644075332,984.2126057335,
SC,4208708,Jacinto Machado,554.2155041674,1341.1435526991,1282.8299331836,1980.8271952995,
SC,4208807,Jaguaruna,589.5833325496,1861.1569310548,2189.495050831,3865.3666741374,
SC,4208906,Jaraguá do Sul,2213.4028453038,12460.7057691565,19880.9306548242,44424.2752092352,
SC,4208955,Jardinópolis,,,,247.323300914,
SC,4209003,Joaçaba,1957.2124965992,6125.7290042114,6478.4690337219,10754.8019245602,
SC,4209102,Joinville,13114.7595877849,58615.5108182675,79873.1026335622,172929.740037474,
SC,4209151,José Boiteux,,,426.8275250567,1005.8959114291,
SC,4209177,Jupiá,,,,383.4984024516,
SC,4209201,Lacerdópolis,135.6789653889,320.8109643313,254.1101800393,997.5808220304,
SC,4209300,Lages,9589.9451538654,26562.2736096501,23954.9770904725,52202.3638559138,
SC,4209409,Laguna,1799.9656605697,5471.855794879,4707.6304807608,11634.9732087858,
SC,4209458,Lajeado Grande,,,,413.7403742381,
SC,4209508,Laurentino,169.0422334437,461.40410472,573.365092617,1769.9587306964,
SC,4209607,Lauro Muller,867.5126257511,1770.7558450705,1277.3490103341,3045.0226210902,
SC,4209706,Lebon Régis,443.5297526209,764.4024905984,943.2792963579,1774.8387036533,
SC,4209805,Leoberto Leal,195.5296856016,497.0809667034,398.7508875165,707.9357878267,
SC,4209854,Lindóia do Sul,,,784.6378195577,1949.1880842769,
SC,4209904,Lontras,307.0553421262,997.6370612435,1023.9220385122,1983.0017747818,
SC,4210001,Luiz Alves,242.363328432,987.4885284045,1108.5086442726,4536.3087351727,
SC,4210035,Luzerna,,,,1893.6025049879,
SC,4210050,Macieira,,,,534.9668909497,
SC,4210100,Mafra,2326.9088991819,6081.8144122003,5692.9051255955,12199.6737952441,
SC,4210209,Major Gercino,174.6142152605,399.6747836116,255.9929205909,649.720204265,
SC,4210308,Major Vieira,209.7829407366,581.9070445461,547.1364079258,1424.9945473696,
SC,4210407,Maracajá,163.4016287805,740.6945475873,518.714265495,2221.5152358883,
SC,4210506,Maravilha,691.3548797081,3045.5379020966,2888.2473929341,5393.0869354767,
SC,4210555,Marema,,,520.7407911547,757.4133036136,
SC,4210605,Massaranduba,561.4421664474,2071.4956958089,2123.5117986745,4113.6737943183,
SC,4210704,Matos Costa,296.7561160654,536.5321649362,378.4737358706,531.8385316347,
SC,4210803,Meleiro,563.903890244,1582.3860928538,1610.2200026292,2823.1755629568,
SC,4210852,Mirim Doce,,,,1375.7860415949,
SC,4210902,Modelo,405.3232580468,1801.7461839113,791.1794420992,888.2606674037,
SC,4211009,Mondaí,727.3528784537,2506.5752848777,1214.7489912741,1995.6878864648,
SC,4211058,Monte Carlo,,,,1266.62833105,
SC,4211108,Monte Castelo,285.0525379526,676.9560764878,652.9864602768,1432.3149663145,
SC,4211207,Morro da Fumaça,275.6260785147,1939.1332062431,2361.7251275814,4060.5335891512,
SC,4211256,Morro Grande,,,,483.1151579386,
SC,4211306,Navegantes,451.4639067813,2054.0226055474,3394.257774898,9169.0017087384,
SC,4211405,Nova Erechim,146.607395294,494.9739175836,395.540325849,1070.1088574961,
SC,4211454,Nova Itaberaba,,,,969.0693093935,
SC,4211504,Nova Trento,372.2731421358,1236.2752157435,1328.4458670273,2753.7024910027,
SC,4211603,Nova Veneza,347.5495870837,1772.0470382475,1584.2948223906,3710.8301666713,
SC,4211652,Novo Horizonte,,,,673.7551780262,
SC,4211702,Orleans,654.6097618047,2271.3614492387,2660.3993061778,5647.5757589527,
SC,4211751,Otacílio Costa,,,1978.8013070939,3571.4364190815,
SC,4211801,Ouro,289.8889988393,1149.3448666969,1123.7129650096,2531.3980664472,
SC,4211850,Ouro Verde,,,,615.862044942,
SC,4211876,Paial,,,,350.7840742099,
SC,4211892,Painel,,,,515.7864966402,
SC,4211900,Palhoça,1019.3788507183,5486.5512829952,9722.5929679052,30390.5241812092,
SC,4212007,Palma Sola,177.8907145422,936.21523749,668.6721404204,1504.1731767045,
SC,4212056,Palmeira,,,,472.3842859854,
SC,4212106,Palmitos,702.0726084794,2805.306926532,1748.237843763,4893.49935647,
SC,4212205,Papanduva,558.7436455051,1388.3458528419,1379.9278351017,2730.1323614672,
SC,4212239,Paraíso,,,,841.076273616,
SC,4212254,Passo de Torres,,,,870.6499898562,
SC,4212270,Passos Maia,,,,734.6906802743,
SC,4212304,Paulo Lopes,165.2631443016,541.6095677122,482.7031885667,1159.9712183822,
SC,4212403,Pedras Grandes,212.6245064853,657.4044331459,540.1877969776,1130.8405357834,
SC,4212502,Penha,354.4002734875,1270.8667191483,2159.3376138208,4541.380025145,
SC,4212601,Peritiba,119.1949844893,355.1403579406,566.7319253368,803.386427181,
SC,4212650,Pescaria Brava,,,,,
SC,4212700,Petrolândia,319.5369680035,860.3668457898,765.0888719914,1505.3999985857,
SC,4212809,Piçarras,262.5394117671,766.7998319172,1140.4821026847,3523.9097406975,
SC,4212908,Pinhalzinho,415.8766785946,2197.3013632249,1630.4312454682,3317.920907099,
SC,4213005,Pinheiro Preto,92.7616573932,507.0484869658,307.5284428902,570.8407627623,
SC,4213104,Piratuba,248.1160492948,597.9861139416,442.5719085168,1760.6637020718,
SC,4213153,Planalto Alegre,,,,666.8818416719,
SC,4213203,Pomerode,833.8313729578,2739.6947512383,3412.6156472693,8511.8964034422,
SC,4213302,Ponte Alta,260.2970877748,572.8047106342,584.2553181649,878.1897720029,
SC,4213351,Ponte Alta do Norte,,,,688.6486548754,
SC,4213401,Ponte Serrada,427.2497072223,1671.7707304929,1048.3115219614,2191.4368733173,
SC,4213500,Porto Belo,362.5132336559,1092.9946210572,1621.6316082942,3395.6024670111,
SC,4213609,Porto União,1930.2524166687,5816.1607579012,4127.9552062052,9410.7860188683,
SC,4213708,Pouso Redondo,429.6524733622,1322.709527603,1192.1197009871,2883.9743413042,
SC,4213807,Praia Grande,328.7005342837,893.9983552668,1092.3557087523,1591.1916621711,
SC,4213906,Presidente Castelo Branco,108.2684876221,303.2506833584,204.788021959,625.4934782083,
SC,4214003,Presidente Getúlio,505.1047426621,1737.0715999987,1454.2806701787,3711.4144228284,
SC,4214102,Presidente Nereu,166.9487533716,333.0661430442,248.7192003578,406.981195044,
SC,4214151,Princesa,,,,426.0605177902,
SC,4214201,Quilombo,753.7610760567,2699.5387240838,1600.1557311276,2778.6517793973,
SC,4214300,Rancho Queimado,107.1163970192,281.2764734302,272.0456679336,566.9386741642,
SC,4214409,Rio das Antas,296.4816246801,1390.3875761357,715.9886138327,1368.7642798102,
SC,4214508,Rio do Campo,192.9510130106,792.3506532184,671.894932909,1424.7376428962,
SC,4214607,Rio do Oeste,303.2501569721,726.7638376075,948.3931420635,1906.789495269,
SC,4214706,Rio dos Cedros,437.9123444129,1403.5047152324,1192.533042144,2412.9900667063,
SC,4214805,Rio do Sul,2396.071063076,8544.4479531804,9057.0604859757,19905.1073214277,
SC,4214904,Rio Fortuna,144.6105671182,646.305494669,417.6420206418,1073.355350165,
SC,4215000,Rio Negrinho,973.6702359599,3952.1493391612,4019.4192861257,9059.9700432801,
SC,4215059,Rio Rufino,,,,437.3392650716,
SC,4215075,Riqueza,,,,1198.2504862486,
SC,4215109,Rodeio,285.1946162401,1464.7623283193,1438.7886290809,3100.241888254,
SC,4215208,Romelândia,143.1230944354,835.5868065076,677.9204649552,928.0708244803,
SC,4215307,Salete,199.9205812467,590.604250805,784.0420331986,1560.9197104432,
SC,4215356,Saltinho,,,,695.0040182783,
SC,4215406,Salto Veloso,205.6394739458,499.0787362008,348.0536357986,1295.5172108284,
SC,4215455,Sangão,,,,2532.6552616652,
SC,4215505,Santa Cecília,813.5431734232,2482.2758250256,1518.6083511222,2704.56567582,
SC,4215554,Santa Helena,,,,469.2414591157,
SC,4215604,Santa Rosa de Lima,35.1368303503,148.5715833418,189.5771589771,464.838653671,
SC,4215653,Santa Rosa do Sul,,,1035.8207185958,1543.5266702625,
SC,4215679,Santa Terezinha,,,,1454.8524022946,
SC,4215687,Santa Terezinha do Progresso,,,,604.4381729536,
SC,4215695,Santiago do Sul,,,,225.695014628,
SC,4215703,Santo Amaro da Imperatriz,418.7482064312,1352.0372838489,1634.8682988825,4562.8425181755,
SC,4215752,São Bernardino,,,,525.01366454,
SC,4215802,São Bento do Sul,1513.0197119702,8342.5249738945,8561.6345205075,20997.7820026504,
SC,4215901,São Bonifácio,108.8339012149,411.309322173,389.7414736355,575.1926231427,
SC,4216008,São Carlos,515.4368303676,1526.4229184147,1314.5522018909,3980.2359879701,
SC,4216057,São Cristovão do Sul,,,,596.383307536,
SC,4216107,São Domingos,412.4523019117,1864.9920678157,1084.0680187173,2976.2847101269,
SC,4216206,São Francisco do Sul,1431.6417149134,3695.0923484917,4128.7950901308,10597.2349327688,
SC,4216255,São João do Oeste,,,,1039.1168663964,
SC,4216305,São João Batista,490.5016076629,1674.7592302119,1826.3399962141,4362.882678226,
SC,4216354,São João do Itaperiú,,,,803.9527806109,
SC,4216404,São João do Sul,289.8223090309,810.0284131457,1040.362869065,1315.5276532114,
SC,4216503,São Joaquim,1455.7302670072,3452.2241899441,2552.0876565074,5197.2329518315,
SC,4216602,São José,2549.4141290173,17981.1137968325,31297.704680982,72974.6428771148,
SC,4216701,São José do Cedro,506.7555570495,2157.76745479,1879.4557687424,3365.5945568303,
SC,4216800,São José do Cerrito,595.0161356359,1013.4429539855,815.263115761,1610.4458712105,
SC,4216909,São Lourenço do Oeste,689.1483169175,3051.7155387423,2340.885386048,5299.5909679115,
SC,4217006,São Ludgero,190.0514561241,593.2651356823,1035.0730088061,2928.1693005483,
SC,4217105,São Martinho,151.2882466278,346.7827742885,329.0073958669,1429.3056242653,
SC,4217154,São Miguel da Boa Vista,,,,293.8391059698,
SC,4217204,São Miguel do Oeste,1243.8838082865,5449.0014785043,5235.9217996857,9745.7908067013,
SC,4217253,São Pedro de Alcântara,,,,825.5296178448,
SC,4217303,Saudades,316.0681314483,1168.6771891073,877.6946048015,1940.1173775462,
SC,4217402,Schroeder,181.7219957082,676.5912286135,1278.3269801405,4180.9813240948,
SC,4217501,Seara,662.7787800729,2705.2039696831,2940.2541910202,4931.2808859178,
SC,4217550,Serra Alta,,,330.4395095513,718.3906060888,
SC,4217600,Siderópolis,694.4709368421,2038.7589440438,1603.376348529,3847.9004056696,
SC,4217709,Sombrio,757.7933931669,2416.7554105629,2655.232792188,6117.1870300992,
SC,4217758,Sul Brasil,,,,441.3690944528,
SC,4217808,Taió,822.587857871,2380.2562407033,2602.3358591329,4653.1774380862,
SC,4217907,Tangará,533.5387640099,1470.6851135946,1577.4575097734,2489.1371909255,
SC,4217956,Tigrinhos,,,,215.4691727414,
SC,4218004,Tijucas,622.0187424007,2387.2751825847,3883.6862708406,9127.3993013382,
SC,4218103,Timbé do Sul,235.6547203156,623.5747955465,621.9139411968,1459.9836751314,
SC,4218202,Timbó,950.4641156784,4410.0173363126,5007.2260514502,11452.0299194043,
SC,4218251,Timbó Grande,,,426.8799438043,718.645121126,
SC,4218301,Três Barras,317.8687562748,1356.1875796357,1421.8567583953,3480.2995065639,
SC,4218350,Treviso,,,,758.2563514638,
SC,4218400,Treze de Maio,202.978647243,1095.9245157143,635.4705175989,1924.0104185115,
SC,4218509,Treze Tílias,174.9979232885,739.3456454502,557.1132988023,1563.6737530986,
SC,4218608,Trombudo Central,386.723567139,1105.9211592873,1174.9570711146,1540.6460135607,
SC,4218707,Tubarão,5098.5160724099,15643.6458825116,16402.3037264319,33464.7083517682,
SC,4218756,Tunápolis,,,489.9531212699,922.8883842253,
SC,4218806,Turvo,513.3124216888,1758.4045146274,2549.528465647,3739.7810056055,
SC,4218855,União do Oeste,,,770.9745222642,968.8978558811,
SC,4218905,Urubici,475.9941580409,1598.8913931013,1302.1465193115,2218.6736508807,
SC,4218954,Urupema,,,256.3844780667,611.2480731573,
SC,4219002,Urussanga,976.5436968344,3778.4525380989,4762.6080997461,6356.0818062902,
SC,4219101,Vargeão,89.9848484149,399.1745795506,403.3994579965,1139.5413685315,
SC,4219150,Vargem,,,,680.5387123544,
SC,4219176,Vargem Bonita,,,,1036.4372151673,
SC,4219200,Vidal Ramos,349.2187653314,1189.2519567533,721.3140194194,1347.0754621048,
SC,4219309,Videira,1478.2259958515,7329.786983246,6976.3469801791,13630.9998050078,
SC,4219358,Vitor Meireles,,,649.0016640546,1255.5447926395,
SC,4219408,Witmarsum,142.8949959604,363.0096556866,323.2708403451,759.6612293275,
SC,4219507,Xanxerê,1298.3896786384,4959.1879427293,7282.7676565963,10934.0025858451,
SC,4219606,Xavantina,256.1188263014,921.9988054307,1131.3902958625,863.853123069,
SC,4219705,Xaxim,856.7948969798,3122.1818082273,2153.6348744499,7030.990966203,
SC,4219853,Zortéa,,,,468.4217437023,
SC,4220000,Balneário Rincão,,,,,
SC,4299919,São Miguel,,,,,
SE,2800100,Amparo de São Francisco,50.189396667,90.7843935569,69.1843962733,166.7072451403,
SE,2800209,Aquidabã,399.9929059705,966.7256689771,887.2386828488,1630.04656369,
SE,2800308,Aracaju,16201.6384808364,62391.8994097464,78552.0539380206,159920.426988337,
SE,2800407,Arauá,147.043295346,564.0372499892,519.180882446,990.7275388378,
SE,2800506,Areia Branca,97.6561094176,335.6569079506,571.3131233787,1279.0358984934,
SE,2800605,Barra dos Coqueiros,225.5787601351,660.4669956841,1046.5543629102,2197.259926666,
SE,2800670,Boquim,568.8553668872,1364.5667145376,1918.4941939297,2262.6082007709,
SE,2800704,Brejo Grande,287.3180583999,448.630889519,275.5981722124,397.5821021609,
SE,2801009,Campo do Brito,390.3963391952,738.5163031743,856.5602895906,1638.3430991112,
SE,2801108,Canhoba,77.4403988051,193.6128890326,175.2258704679,263.9276582554,
SE,2801207,Canindé de São Francisco,90.2806032173,341.807527125,565.3890065763,1631.1901971523,
SE,2801306,Capela,594.3878983105,1707.8288390147,1404.9821730535,2048.7448231683,
SE,2801405,Carira,276.8844862034,929.302707705,951.4024517637,1594.2876295048,
SE,2801504,Carmópolis,139.7064499042,377.4216171728,508.609607181,1061.0946635575,
SE,2801603,Cedro de São João,162.1006942574,287.5161651299,355.7940467325,532.4399643688,
SE,2801702,Cristinápolis,102.6597780847,312.7971701596,538.8862495603,1233.4783820548,
SE,2801900,Cumbe,83.4540797876,159.9733146388,154.1773835321,214.3721395584,
SE,2802007,Divina Pastora,67.0425878101,112.7767047429,124.0559921813,240.0350597956,
SE,2802106,Estância,1199.2064692607,3744.1278490244,3953.7880711389,7252.9890458768,
SE,2802205,Feira Nova,100.5904609867,224.9973334735,190.5808352942,318.1527390026,
SE,2802304,Frei Paulo,425.9507057372,702.2657567771,701.4626060987,1451.2283554506,
SE,2802403,Gararu,219.834737943,598.4331343568,417.8525481751,773.8137592736,
SE,2802502,General Maynard,42.6138210416,116.4497366764,103.069678768,206.0402886021,
SE,2802601,Gracho Cardoso,128.2628653923,602.8580405601,216.8167329676,448.8635674478,
SE,2802700,Ilha das Flores,164.4821969802,439.5103199341,221.9673477557,538.8219293237,
SE,2802809,Indiaroba,156.5905696542,445.9519481891,453.4308061105,876.4946640784,
SE,2802908,Itabaiana,1587.6639714178,5030.5227589468,5944.8947661111,10247.6985277511,
SE,2803005,Itabaianinha,493.1247401262,1882.0757122067,1290.6021593269,3044.3672671768,
SE,2803104,Itabi,149.6538630628,206.469396902,267.9076939605,415.3096543263,
SE,2803203,Itaporanga d'Ajuda,360.4574478234,938.6982909522,762.581554001,2150.8026404516,
SE,2803302,Japaratuba,326.9685323035,680.7331906529,729.505129083,1407.9921459113,
SE,2803401,Japoatã,194.5361041085,568.1374536817,431.6083643664,943.0346177431,
SE,2803500,Lagarto,1840.9054707689,4991.2083058586,5175.3200306549,9022.41799929,
SE,2803609,Laranjeiras,381.486967402,1048.1810148503,1017.5981528309,2035.9547519493,
SE,2803708,Macambira,107.0622719573,219.9614650189,232.8466646961,507.3697235709,
SE,2803807,Malhada dos Bois,49.9728964195,131.4877149254,122.0454157131,202.2941840869,
SE,2803906,Malhador,172.0133127333,409.2477950279,587.5058791973,1051.0531943502,
SE,2804003,Maruim,368.1886330017,868.6652419137,780.3330656834,1455.3154306209,
SE,2804102,Moita Bonita,168.8527957271,582.1226018497,468.7088179782,988.5819004411,
SE,2804201,Monte Alegre de Sergipe,95.4079863116,508.5086849544,371.1482199579,847.6186662509,
SE,2804300,Muribeca,145.7326956333,354.7455802641,283.6587112574,567.2706257851,
SE,2804409,Neópolis,516.0718333258,1498.5739990762,1132.4067893662,1763.0813109747,
SE,2804458,Nossa Senhora Aparecida,143.2671057608,367.3224595465,381.102908321,563.4015457961,
SE,2804508,Nossa Senhora da Glória,328.3119936609,1249.2699025204,1284.040495887,2926.0899082909,
SE,2804607,Nossa Senhora das Dores,461.1735562751,1148.3074943731,1227.8533298001,2090.990991305,
SE,2804706,Nossa Senhora de Lourdes,77.2799566573,208.9334978097,311.9259900474,425.4582503944,
SE,2804805,Nossa Senhora do Socorro,261.6695447011,919.8357499443,4099.4799057794,14826.8625255832,
SE,2804904,Pacatuba,228.392296834,385.767237865,429.8491764183,592.905558846,
