PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
RS,4318408,São Jerônimo,11410.7676702848,42757.0358267469,28135.5562993854,8766.4444495276,26578.0618270894,
RS,4318424,São João da Urtiga,,,,,4559.8667457469,
RS,4318432,São João do Polêsine,,,,,4583.8990725678,
RS,4318440,São Jorge,,,,,3554.7971297159,
RS,4318457,São José das Missões,,,,,4424.3692143664,
RS,4318465,São José do Herval,,,,,2634.8220553021,
RS,4318481,São José do Hortêncio,,,,,4614.4533596151,
RS,4318499,São José do Inhacorá,,,,,3079.0841888783,
RS,4318507,São José do Norte,4006.9231516076,4192.7763384313,3921.4425004418,5875.4631297638,19336.0402597272,
RS,4318606,São José do Ouro,956.9142289189,2265.4164235264,3307.3336415725,3744.9592181653,8676.0914523577,
RS,4318614,São José do Sul,,,,,,
RS,4318622,São José dos Ausentes,,,,,4209.632692311,
RS,4318705,São Leopoldo,81559.5824614812,106965.715555329,125391.379628385,111105.559138579,336167.885890629,
RS,4318804,São Lourenço do Sul,6099.8192124285,24352.7008549026,13739.4387397754,9445.7186210241,78851.8602604946,
RS,4318903,São Luiz Gonzaga,23283.058996178,29232.8912204071,54453.4124375078,42019.9044978571,130678.48159125,
RS,4319000,São Marcos,1333.9195649831,2804.6469468013,5270.8448080847,6118.5009901546,21573.8731883892,
RS,4319109,São Martinho,911.7252331579,3058.5296831458,1530.676159076,1655.4621019281,7048.0918406459,
RS,4319125,São Martinho da Serra,,,,,14389.0803932576,
RS,4319158,São Miguel das Missões,,,,,9659.6730224098,
RS,4319208,São Nicolau,425.0745095769,5354.2849132698,3178.1328403402,1409.1393210615,7439.4477631224,
RS,4319307,São Paulo das Missões,741.2981634303,1590.9243821117,3051.8249863417,2780.6885065202,7255.7919095624,
RS,4319356,São Pedro da Serra,,,,,1972.914209991,
RS,4319364,São Pedro das Missões,,,,,,
RS,4319372,São Pedro do Butiá,,,,,4265.1785916464,
RS,4319406,São Pedro do Sul,3400.7947095637,5616.2184071216,8290.1241380507,8811.0142158662,31616.7257394407,
RS,4319505,São Sebastião do Caí,7440.1943482346,7283.3333657822,12855.0292147511,8533.9706265471,26978.6271772264,
RS,4319604,São Sepé,9542.3268411562,27950.3623625175,15772.4048824638,20477.2837743478,63086.5223087117,
RS,4319703,São Valentim,2876.4037257865,2462.8620185141,1884.8803758573,2755.3609535027,6235.4243539821,
RS,4319711,São Valentim do Sul,,,,,1873.6591863608,
RS,4319737,São Valério do Sul,,,,,2673.4862537504,
RS,4319752,São Vendelino,,,,,2874.6399228402,
RS,4319802,São Vicente do Sul,4224.3269136318,4013.1976403266,3407.8231536418,3770.7065515309,12617.4704639792,
RS,4319901,Sapiranga,3363.5510317386,14968.3411120907,11499.0490885385,29812.5178115886,58698.5346845098,
RS,4320008,Sapucaia do Sul,18627.8972174657,29471.2625413013,41676.1049168651,40890.9442194731,113179.892288612,
RS,4320107,Sarandi,4768.4818757748,11330.3116685635,13067.3052786451,14180.5805078193,32185.0464886183,
RS,4320206,Seberi,980.8494992013,2947.8436311827,10099.133336326,3325.8964345842,17476.328380443,
RS,4320230,Sede Nova,,,,,4447.7005106732,
RS,4320263,Segredo,,,,,5679.1277419466,
RS,4320305,Selbach,154.9336997522,559.076149013,1803.2233038086,2231.1520502728,8035.8294850342,
RS,4320321,Senador Salgado Filho,,,,,,
RS,4320354,Sentinela do Sul,,,,,5708.7821517806,
RS,4320404,Serafina Corrêa,734.5446431847,3089.9372194766,1293.7777202656,4307.1992202103,8773.2682180353,
RS,4320453,Sério,,,,,3485.5224704815,
RS,4320503,Sertão,2586.5982540704,3053.3273894409,2805.0679005346,1103.8454503148,13868.0162785336,
RS,4320552,Sertão Santana,,,,,6934.4040166762,
RS,4320578,Sete de Setembro,,,,,,
RS,4320602,Severiano de Almeida,148.9747113003,289.7036368689,642.4282264098,426.5556953572,5496.1371708855,
RS,4320651,Silveira Martins,,,,,2677.9938248205,
RS,4320677,Sinimbu,,,,,19816.4279547785,
RS,4320701,Sobradinho,6333.0142938507,11171.0772605843,10385.373495268,7718.7066552194,27096.8124462252,
RS,4320800,Soledade,8876.6085145922,17689.9497731069,21737.4519754061,21304.1572727092,41903.3688908499,
RS,4320859,Tabaí,,,,,,
RS,4320909,Tapejara,5600.6546130984,6278.8641266842,7344.4091823389,5569.5987834158,19946.5217910376,
RS,4321006,Tapera,1412.8761619722,8161.3271198751,9249.9603934561,10639.7098310212,19198.5406689696,
RS,4321105,Tapes,4086.6742803903,11820.3304523783,9157.321435122,3171.9114064654,19520.9607920354,
RS,4321204,Taquara,13588.7779494956,12080.4931055871,27077.3073124663,5944.3011781427,75897.0574008052,
RS,4321303,Taquari,10845.855565034,13406.2577579268,14811.6958943734,13872.320724071,31184.4743703681,
RS,4321329,Taquaruçu do Sul,,,,,4065.0662028097,
RS,4321352,Tavares,,,,1178.6505678205,8992.8490424054,
RS,4321402,Tenente Portela,6177.5840117274,7340.0635903221,7795.3291504131,8748.8975818162,19429.802017187,
RS,4321436,Terra de Areia,,,,,10932.5725812649,
RS,4321451,Teutônia,,,,8814.9814692386,31743.393761241,
RS,4321469,Tio Hugo,,,,,,
RS,4321477,Tiradentes do Sul,,,,,13703.1532043851,
RS,4321493,Toropi,,,,,,
RS,4321501,Torres,11118.4792867135,15796.2699660473,20059.3648011583,19058.1671979856,65766.0624905536,
RS,4321600,Tramandaí,8599.3169186254,15098.8781668375,23119.8322653382,39394.1143545067,61547.1852189005,
RS,4321626,Travesseiro,,,,,2625.3735228902,
RS,4321634,Três Arroios,,,,,3171.0318255274,
RS,4321667,Três Cachoeiras,,,,,5163.5237935581,
RS,4321709,Três Coroas,1256.0554492101,2842.2689726687,5748.7710042428,4645.4883696565,17539.5719473758,
RS,4321808,Três de Maio,4655.9563105059,6691.3522157773,8595.5240117701,9911.0447351665,30934.374390494,
RS,4321832,Três Forquilhas,,,,,6784.9513769813,
RS,4321857,Três Palmeiras,,,,,3355.8715936101,
RS,4321907,Três Passos,19406.0417928244,15007.4556041612,27201.5020220474,24482.5015842282,48172.3959048754,
RS,4321956,Trindade do Sul,,,,,4017.6701450811,
RS,4322004,Triunfo,5673.0563227903,9416.7753648755,13971.428057233,17183.2593834697,70720.7377999349,
RS,4322103,Tucunduva,1051.4635123577,3229.1525891097,4308.6327803705,3093.991518671,8200.7976357995,
RS,4322152,Tunas,,,,,3980.9740148929,
RS,4322186,Tupanci do Sul,,,,,2217.0591445548,
RS,4322202,Tupanciretã,9230.175162745,23764.1704404983,13342.8989069167,12276.1193865769,25568.6779618588,
RS,4322251,Tupandi,,,,,1592.4350992211,
RS,4322301,Tuparendi,2621.5576529888,2364.4426034675,3305.3538313148,5715.6843899754,11870.6453385253,
RS,4322327,Turuçu,,,,,,
RS,4322343,Ubiretama,,,,,,
RS,4322350,União da Serra,,,,,3186.3513757658,
RS,4322376,Unistalda,,,,,,
RS,4322400,Uruguaiana,102290.108754239,120064.944941504,125965.694301079,113016.737949194,334545.753600035,
RS,4322509,Vacaria,28179.5598071969,27052.6618703851,50629.1988228543,28447.1265172837,97860.2679785991,
RS,4322525,Vale Verde,,,,,,
RS,4322533,Vale do Sol,,,,,15814.6816441323,
RS,4322541,Vale Real,,,,,5497.1792540007,
RS,4322558,Vanini,,,,,3254.6323854165,
RS,4322608,Venâncio Aires,4446.2992334692,19061.4729445914,20447.8156949649,19509.9513681465,65434.9516160687,
RS,4322707,Vera Cruz,2261.4361175388,3254.6517605756,4186.76131752,4577.0606213853,21922.9728291986,
RS,4322806,Veranópolis,7910.8551194694,11377.4084954713,14625.702821755,12585.8911416336,22934.9431254038,
RS,4322855,Vespasiano Correa,,,,,,
RS,4322905,Viadutos,815.090303761,1200.722298901,1581.0037439073,1916.6174526197,4923.5952574632,
RS,4323002,Viamão,49362.1746905148,42778.724819966,111618.498256975,68911.9693695372,402981.435632906,
RS,4323101,Vicente Dutra,718.0581084674,1070.6351312491,1426.8452121436,1815.2971278434,5018.0520902893,
RS,4323200,Victor Graeff,679.3246835294,4999.2328355587,2034.3560502976,841.0245101283,3716.2314085728,
RS,4323309,Vila Flores,,,,,6676.3687795297,
RS,4323358,Vila Lângaro,,,,,,
RS,4323408,Vila Maria,,,,,3399.4025729691,
RS,4323457,Vila Nova do Sul,,,,,10557.9742703948,
RS,4323507,Vista Alegre,,,,,2829.9521088986,
RS,4323606,Vista Alegre do Prata,,,,,686.3095910254,
RS,4323705,Vista Gaúcha,,,,,3040.3216323284,
RS,4323754,Vitória das Missões,,,,,13123.8372950737,
RS,4323770,Westfalia,,,,,,
RS,4323804,Xangri-lá,,,,,12039.0421843921,
RS,4399919,Santa Cristina do Pinhal,,,,,,
RS,4399929,Santa Izabel,,,,,,
SC,4200051,Abdon Batista,,,,,1927.9688497865,
SC,4200101,Abelardo Luz,1824.1161165797,5042.1639484952,3074.3060770109,2493.2023807722,13357.6508366406,
SC,4200200,Agrolândia,0,1361.6114126981,1564.0602494596,1050.7340283811,2620.7420214104,
SC,4200309,Agronômica,929.5955415557,744.3603404331,538.5208070633,529.38386805,3322.8313359072,
SC,4200408,Água Doce,1072.5096909019,2060.1546427758,3575.4316979611,2991.7415573485,6902.146660242,
SC,4200507,Águas de Chapecó,967.066934372,1412.6343523032,1864.374097572,1503.9337948671,4189.3628942844,
SC,4200556,Águas Frias,,,,,1971.6030598837,
SC,4200606,Águas Mornas,389.854985145,729.8241827492,1234.4214955809,968.0682419855,2963.6252916127,
SC,4200705,Alfredo Wagner,383.2103486281,984.3887560923,2284.6839386654,2431.3973629002,5763.7781262533,
SC,4200754,Alto Bela Vista,,,,,,
SC,4200804,Anchieta,67.9713637134,1453.392841105,84.7322948176,1218.6909393437,12279.3707712257,
SC,4200903,Angelina,419.3745998347,1048.2738419715,2367.4316148443,2173.054905132,5283.9174945565,
SC,4201000,Anita Garibaldi,1126.3203538417,1596.8094157059,3567.4517987292,2308.2210823932,10762.438217514,
SC,4201109,Anitápolis,385.9335603155,701.833588211,1153.1500442716,1355.3694139172,5285.986360564,
SC,4201208,Antônio Carlos,65.3570804936,463.2281420257,2966.3834945715,3129.5718382712,8917.2742961424,
SC,4201257,Apiúna,,,,,9007.5169320481,
SC,4201273,Arabutã,,,,,6830.6913647583,
SC,4201307,Araquari,1155.0774692589,7314.2386366326,1925.9311682872,7179.1831122074,31351.1105920512,
SC,4201406,Araranguá,12415.1220821188,18609.2425177569,25202.0846145625,26370.7430136799,88843.2420830185,
SC,4201505,Armazém,573.1815959299,704.4332975509,782.1995893194,1078.097155907,5999.6864008218,
SC,4201604,Arroio Trinta,199.2301670383,585.3599204319,1553.8923740815,2229.0598858088,8101.8629973742,
SC,4201653,Arvoredo,,,,,1948.9572592917,
SC,4201703,Ascurra,202.6069495306,512.2591774092,1170.1868843495,1330.0969259136,5232.6716924247,
SC,4201802,Atalanta,88.4499156016,87.98862881,79.0834751632,290.2283436007,2243.5106100102,
SC,4201901,Aurora,263.3890343896,732.2011537002,1839.0485561209,1869.8193593186,5231.8299147176,
SC,4201950,Balneário Arroio do Silva,,,,,,
SC,4202008,Balneário Camboriú,3013.3971246303,8534.3251603012,21837.9601963575,25516.8796990907,146089.794540566,
SC,4202057,Balneário Barra do Sul,,,,,6943.5225871656,
SC,4202073,Balneário Gaivota,,,,,,
SC,4202081,Bandeirante,,,,,,
SC,4202099,Barra Bonita,,,,,,
SC,4202107,Barra Velha,976.7615679786,3006.0338240164,8358.5170181004,7109.4610412333,15227.7345489286,
SC,4202131,Bela Vista do Toldo,,,,,,
SC,4202156,Belmonte,,,,,4575.0558841179,
SC,4202206,Benedito Novo,1180.8935160539,1720.4623050007,2264.6946488478,3123.1157293393,5399.4528381132,
SC,4202305,Biguaçu,7950.9066989955,11673.5789051214,15485.3653987318,17505.1860317265,75201.1281793916,
SC,4202404,Blumenau,80174.7288547833,89317.1309210425,89900.4978324303,95983.0253373739,353685.017009305,
SC,4202438,Bocaina do Sul,,,,,,
SC,4202453,Bombinhas,,,,,10994.2406455286,
SC,4202503,Bom Jardim da Serra,675.792212305,992.6663666744,1317.4177198248,1314.213516459,5182.9431739522,
SC,4202537,Bom Jesus,,,,,,
SC,4202578,Bom Jesus do Oeste,,,,,,
SC,4202602,Bom Retiro,2237.6085791698,4494.9281882267,8158.1458531955,5931.9111973655,11058.6211559035,
SC,4202701,Botuverá,380.7049938758,630.6967432603,944.0232089021,601.9978233147,1655.6124130924,
SC,4202800,Braço do Norte,1402.4540189277,3559.0028342837,8160.1493012331,6458.3228158606,20451.6392510334,
SC,4202859,Braço do Trombudo,,,,,4532.5518717997,
SC,4202875,Brunópolis,,,,,,
SC,4202909,Brusque,11195.0143177685,16776.238353745,22714.0507000946,25159.2362420468,71214.5191126453,
SC,4203006,Caçador,6554.5526742474,11399.1919267058,17911.6313532176,18944.8528198223,60351.2666489108,
SC,4203105,Caibi,709.5600372267,1184.9993717554,1788.0397146409,2023.0533357241,7227.3097448024,
SC,4203154,Calmon,,,,,2395.2879312692,
SC,4203204,Camboriú,3574.2698037338,4044.59546491,4135.165705767,7288.5760806722,32402.5466909701,
SC,4203253,Capão Alto,,,,,,
SC,4203303,Campo Alegre,3242.3647632932,2958.3703870151,2438.7837388402,1990.7316094505,5879.2971255782,
SC,4203402,Campo Belo do Sul,464.0352715053,1313.8913709514,1245.7153690101,5942.868869084,8824.0362972094,
SC,4203501,Campo Erê,427.3263779615,3624.808140392,2314.0578008686,3505.1022647061,23390.1057415488,
SC,4203600,Campos Novos,7100.8289387073,9114.3557214212,10569.9508293659,11557.660343632,31305.8166338252,
SC,4203709,Canelinha,549.8709038872,931.9433563206,1427.0801387176,1757.2609790599,4739.6086247482,
SC,4203808,Canoinhas,20146.3200621879,22984.645313528,23692.4488595341,25742.1746084502,81840.7502412598,
SC,4203907,Capinzal,1589.2663406723,2947.4641319073,4938.9023614894,5136.1781493579,18489.7050132387,
SC,4203956,Capivari de Baixo,,,,,31726.9776881385,
SC,4204004,Catanduvas,1204.3131365641,2357.3383053732,4169.0247307761,4223.1454435873,5784.6647159548,
SC,4204103,Caxambu do Sul,667.8404341782,1525.1264060174,3146.799262577,2341.1488580416,3563.511603785,
SC,4204152,Celso Ramos,,,,,3518.9045083109,
SC,4204178,Cerro Negro,,,,,4707.0859964734,
SC,4204194,Chapadão do Lageado,,,,,,
SC,4204202,Chapecó,35725.3784110074,54973.6133201227,76429.6370941685,80473.9954246134,253344.121097095,
SC,4204251,Cocal do Sul,,,,,13371.9274960409,
SC,4204301,Concórdia,10294.0669631626,15985.7740665121,22429.0263238471,27216.0354640991,103848.520327726,
SC,4204350,Cordilheira Alta,,,,,5553.6378996967,
SC,4204400,Coronel Freitas,1180.4578021839,2379.8447738377,4334.8778417122,4712.705281737,6934.1641993797,
SC,4204459,Coronel Martins,,,,,3592.0709278041,
SC,4204509,Corupá,50.978522785,531.2490054279,5001.9469547134,5376.4728346688,10922.4619761028,
SC,4204558,Correia Pinto,,,,21440.4285650686,21926.5295856348,
SC,4204608,Criciúma,22908.6370692547,35062.9717490514,48487.3288946021,54520.2009516277,208068.671030646,
SC,4204707,Cunha Porã,616.5351259908,1721.3205637618,4342.0593744331,4698.8433649565,10479.8252275723,
SC,4204756,Cunhataí,,,,,,
SC,4204806,Curitibanos,9749.860339585,11929.8694222044,13188.7323235572,15859.3968549209,52013.004845367,
SC,4204905,Descanso,483.4245387186,3705.6422665195,1611.7400532235,3297.9584695725,15422.3412304116,
SC,4205001,Dionísio Cerqueira,3025.7060414567,5562.4564373733,9239.2470857137,13051.5023263349,35275.6005250756,
SC,4205100,Dona Emma,1147.2346195997,1496.0784098574,1762.7330025885,1746.9647293417,4302.4345184957,
SC,4205159,Doutor Pedrinho,,,,,3359.9733439342,
SC,4205175,Entre Rios,,,,,,
SC,4205191,Ermo,,,,,,
SC,4205209,Erval Velho,2204.7121819881,2196.7658032806,1977.632931645,1986.0515280436,4731.0017570585,
SC,4205308,Faxinal dos Guedes,474.3834759168,739.5355495267,1041.6423442917,1584.5762289212,7679.8281973433,
SC,4205357,Flor do Sertão,,,,,,
SC,4205407,Florianópolis,418453.064999712,637272.998139941,876868.259588177,846462.960554553,2360518.10579094,
SC,4205431,Formosa do Sul,,,,,2202.5052659586,
SC,4205456,Forquilhinha,,,,,8997.540787224,
SC,4205506,Fraiburgo,581.6780163942,1840.8142758482,5263.4119871218,6630.2926484159,36099.1509616289,
SC,4205555,Frei Rogério,,,,,,
SC,4205605,Galvão,1585.9984866474,1420.0151843357,1148.7176037828,1639.7951409044,6457.8471541525,
SC,4205704,Garopaba,1303.8737558497,1691.5431804875,1982.7168693341,2150.3306496262,8357.6800861461,
SC,4205803,Garuva,3202.4969441922,3460.0211569115,3377.5271843053,4502.8995830035,12282.266853013,
SC,4205902,Gaspar,3321.4468306905,6957.1526155431,13166.3629977255,14047.552048488,39865.0732471751,
SC,4206009,Governador Celso Ramos,614.9011989784,1402.9516551132,2892.0789208362,3262.7375428535,13417.4887037551,
SC,4206108,Grão Pará,818.0527908464,1249.8597426942,1725.3265188365,1247.6777350506,3900.0583481382,
SC,4206207,Gravatal,2366.7977416123,3053.5892682137,3559.5095582949,3126.8713551308,8331.0489486119,
SC,4206306,Guabiruba,379.0710668636,806.8012760877,1551.46714751,1741.1406581437,6221.8978542203,
SC,4206405,Guaraciaba,370.3567894643,2045.753093684,1958.9089774301,2143.7403314027,17721.2953859673,
SC,4206504,Guaramirim,737.445724904,1680.9955988485,3462.0485898559,3719.2799126779,14047.3415416477,
SC,4206603,Guarujá do Sul,2343.7049065046,1283.3598280052,634.9273291668,983.739696285,6920.7258048801,
SC,4206652,Guatambú,,,,,8576.0390268645,
SC,4206702,Herval d'Oeste,5512.1072403725,8177.2240606717,10960.3445215688,10456.1959728763,31840.4643776724,
SC,4206751,Ibiam,,,,,,
SC,4206801,Ibicaré,555.5351841967,575.0912165499,537.888139262,667.8146717114,2462.0090918056,
SC,4206900,Ibirama,3859.335603154,4198.7482371004,4127.2159335733,5932.5294874503,18280.1119746481,
SC,4207007,Içara,1965.6141958485,3047.0395206404,4267.6418243047,6436.2713286599,30424.5786186557,
SC,4207106,Ilhota,724.3743088054,1363.0690931843,2317.4094338638,3137.9233043113,12942.3197909605,
SC,4207205,Imaruí,4595.3652579806,4788.203098642,4507.7015961023,4448.5235675426,16205.7946374373,
SC,4207304,Imbituba,2096.8729991733,4201.3199182509,7605.5293581543,9601.6587670144,44320.0255564729,
SC,4207403,Imbuia,344.2139572668,815.4687040358,1745.4852732434,1167.6135940709,2925.6448588679,
SC,4207502,Indaial,1601.466329031,3797.4746633286,8135.8330155602,10077.3023991651,32207.640745011,
SC,4207577,Iomerê,,,,,,
SC,4207601,Ipira,1150.6114020919,1038.6604522383,847.1271224285,1331.9381338223,5462.9005845464,
SC,4207650,Iporã do Oeste,,,,,7642.8153900621,
SC,4207684,Ipuaçu,,,,,5603.275588209,
SC,4207700,Ipumirim,313.7139863698,357.8105096883,368.7248200083,809.6423608919,6209.8690648644,
SC,4207759,Iraceminha,,,,,2521.048277747,
SC,4207809,Irani,558.6941097539,1172.1069928954,2221.7259606759,1935.8296248509,3894.7933776666,
SC,4207858,Irati,,,,,2062.4476999911,
SC,4207908,Irineópolis,979.8115650684,1782.5529251861,2735.1886037517,1071.6601869277,3772.3262174921,
SC,4208005,Itá,655.6404458195,1767.4190889026,2887.8573696144,674.3804280365,6797.0977774071,
SC,4208104,Itaiópolis,3451.1806354707,4933.2073577635,6371.1982436879,4126.4865514544,7459.2618535339,
SC,4208203,Itajaí,34188.0709493277,51405.7439067167,69835.905483131,70567.4024414948,207454.090800029,
SC,4208302,Itapema,766.8564111263,1572.244199477,2912.4335009912,3180.6492071048,20902.2969277165,
SC,4208401,Itapiranga,2562.760054626,6954.2208578511,8910.3050195924,11533.5294432811,12147.6695986655,
SC,4208450,Itapoá,,,,,9129.2524271458,
SC,4208500,Ituporanga,891.1437925318,2400.0072796709,5839.9267551813,7234.2325250163,29148.6490225547,
SC,4208609,Jaborá,270.1425993741,823.6031968641,2268.6789496443,2196.6134849005,4229.1472860034,
SC,4208708,Jacinto Machado,2293.8156683945,2242.8603627943,1981.4176408136,2977.4862907008,8373.5843904057,
SC,4208807,Jaguaruna,1400.9290203827,1522.5919991605,1495.1371179151,2905.4264419316,13358.0231883956,
SC,4208906,Jaraguá do Sul,8666.6756588692,12719.4097586459,16865.9745810917,22110.0901264271,94521.5929239097,
SC,4208955,Jardinópolis,,,,,1387.1012677941,
SC,4209003,Joaçaba,23885.3986372333,29150.8577472701,32144.0245326231,31035.733562523,84577.5968806527,
SC,4209102,Joinville,83628.8505588762,116743.248389516,147243.959566137,167333.820885635,547423.615441393,
SC,4209151,José Boiteux,,,,,5020.7238974553,
SC,4209177,Jupiá,,,,,,
SC,4209201,Lacerdópolis,50.978522785,154.6101763771,423.6614740883,630.3514603207,2975.2000322455,
SC,4209300,Lages,54798.9709253584,79468.4975219322,104123.239061986,79898.3159898659,349608.132342059,
SC,4209409,Laguna,10759.5183047453,15345.290361659,19773.6781370922,23404.0563876901,89749.9282223247,
SC,4209458,Lajeado Grande,,,,,1117.2984521417,
SC,4209508,Laurentino,481.8995401736,808.2053397244,1224.6641010977,1687.3614692653,6120.4107121675,
SC,4209607,Lauro Muller,1135.4703451108,1945.1840773794,3010.7568558976,2934.1791772841,10771.0180723767,
SC,4209706,Lebon Régis,4579.4617017272,1809.4611977404,2654.5837131617,1806.6476755072,9312.0398704334,
SC,4209805,Leoberto Leal,464.0352715053,907.6041807195,1603.8806621442,1988.7449330797,5458.1977533807,
SC,4209854,Lindóia do Sul,,,,,2683.1906082382,
SC,4209904,Lontras,796.0492404134,1596.0765849754,2891.3295107619,2896.3809804732,5050.2054694162,
SC,4210001,Luiz Alves,283.7586578102,807.8465551398,2077.9672663483,1686.6633754253,3716.547761974,
SC,4210035,Luzerna,,,,,,
SC,4210050,Macieira,,,,,1855.2197629024,
SC,4210100,Mafra,9610.2140442634,17408.8794215938,28493.0304570835,25002.9498606782,61662.3673980707,
SC,4210209,Major Gercino,588.2137244434,1034.1074210975,1642.5788426575,1385.9538825329,5223.8560793281,
SC,4210308,Major Vieira,1166.8417437478,2000.0047840365,3097.2779436058,2228.2363123826,10323.7424486338,
SC,4210407,Maracajá,196.5069553512,783.0366070254,2819.1375955773,2205.0288446497,4128.3942420682,
SC,4210506,Maravilha,3642.7858097847,2967.8201789534,5454.3119644061,7373.8593192503,23464.31027719,
SC,4210555,Marema,,,,,5472.578349831,
SC,4210605,Massaranduba,1255.0738024143,1860.285344917,2491.2650393104,3139.9259410531,8398.7775900078,
SC,4210704,Matos Costa,552.0494732368,1662.0985678352,1151.4252713371,1202.7239441736,3090.5610000356,
SC,4210803,Meleiro,959.0062277778,1216.0422372574,1393.1759231513,1540.435688816,4581.6838684732,
SC,4210852,Mirim Doce,,,,,4763.5384102809,
SC,4210902,Modelo,1035.147226553,1366.8728817572,2693.7337992472,2021.8351853069,6022.0638642898,
SC,4211009,Mondaí,5665.9142364677,4569.3004801778,5670.1345340062,3494.5294750663,8139.4894723521,
SC,4211058,Monte Carlo,,,,,6865.109931104,
SC,4211108,Monte Castelo,5495.1143994441,5190.2809944002,4429.2997451774,3198.924077156,6087.0342966551,
SC,4211207,Morro da Fumaça,495.6245270773,683.843777265,852.4935011003,2161.2420025341,15718.4596659977,
SC,4211256,Morro Grande,,,,,1697.6220582715,
SC,4211306,Navegantes,1428.3789941902,3680.7607971654,8569.6247062289,10481.025821866,42166.9900698609,
SC,4211405,Nova Erechim,882.3205866651,1495.0055645444,2288.7021323795,1771.949983384,3007.8494671658,
SC,4211454,Nova Itaberaba,,,,,8815.820050389,
SC,4211504,Nova Trento,1004.3204702535,1326.4291068659,1582.7992671937,2235.5637393555,10625.412500279,
SC,4211603,Nova Veneza,617.4065537307,1264.0002253066,2338.0464550015,3353.0782162076,13397.6959782582,
SC,4211652,Novo Horizonte,,,,,3591.0814713119,
SC,4211702,Orleans,2021.0587858007,3032.5163628355,4111.0942022792,3957.0262007639,17055.6359874711,
SC,4211751,Otacílio Costa,,,,19033.9637612818,29516.8969921079,
SC,4211801,Ouro,1813.6589837006,2059.6472325566,2113.2949844678,2594.2361837992,9462.5221746738,
SC,4211850,Ouro Verde,,,,,3153.4393831223,
SC,4211876,Paial,,,,,,
SC,4211892,Painel,,,,,,
SC,4211900,Palhoça,9687.8800415836,21763.1818607157,44171.9018219,47363.5838005641,166960.967222351,
SC,4212007,Palma Sola,704.7671846573,1301.2268444622,2170.6530992395,2288.2402523585,4563.7312801524,
SC,4212056,Palmeira,,,,,,
SC,4212106,Palmitos,5006.7880796885,5721.0616534673,5906.4171283946,7493.2745225736,18015.3833931413,
SC,4212205,Papanduva,776.8778301354,1389.5355954567,2245.5187890607,3160.0675968416,14282.136132422,
SC,4212239,Paraíso,,,,,7867.3288663288,
SC,4212254,Passo de Torres,,,,,4444.1304902588,
SC,4212270,Passos Maia,,,,,3531.1667536092,
SC,4212304,Paulo Lopes,815.329579159,1161.1119666948,1493.980992826,1617.9904872972,5504.7961076371,
SC,4212403,Pedras Grandes,130.0605901824,258.4320693618,463.9563876238,862.482894753,5074.804411662,
SC,4212502,Penha,1130.6774925412,1998.723710282,3192.2496655172,4637.6752937865,6915.7240212213,
SC,4212601,Peritiba,71.8927885431,392.8064653047,1939.1079816011,2255.1161968791,6055.3392643454,
SC,4212650,Pescaria Brava,,,,,,
SC,4212700,Petrolândia,1152.2453291041,1151.2823185405,1039.3187964738,2168.3914338205,7716.6911237076,
SC,4212809,Piçarras,2740.8580989715,3487.4235646523,4009.155602794,3645.016765624,9289.4049543786,
SC,4212908,Pinhalzinho,4794.3775680839,5760.310591712,6253.0174047561,6184.6157797873,15603.4703618609,
SC,4213005,Pinheiro Preto,163.3927012342,504.144849787,1405.4263300421,1188.5957307455,2697.2460574125,
SC,4213104,Piratuba,1652.5537802836,1358.6884105675,1009.2859053106,1537.1367978821,3832.303213213,
SC,4213153,Planalto Alegre,,,,,1588.1739464453,
SC,4213203,Pomerode,2834.7544379473,3763.7866722995,4515.0714228115,4959.2252683543,21942.9979061922,
SC,4213302,Ponte Alta,788.6421046241,1331.7725409864,2031.9369179237,1692.641864191,4936.9686819019,
SC,4213351,Ponte Alta do Norte,,,,,3847.3605773762,
SC,4213401,Ponte Serrada,1861.1517955259,3153.5733152986,4827.8540988411,4563.2340214652,8744.3215730584,
SC,4213500,Porto Belo,1815.1839822456,3249.30733863,5255.2211986227,5354.1619641032,14228.7211757514,
SC,4213609,Porto União,21425.9027697873,25950.5044696478,28397.6595519164,24387.6174005811,71379.0294000299,
SC,4213708,Pouso Redondo,1140.1542692128,1801.7084410041,2572.3820895493,2916.7238496288,7735.7826157015,
SC,4213807,Praia Grande,422.4245969245,1021.706580019,2232.7147978439,2212.9413349749,8442.4131972594,
SC,4213906,Presidente Castelo Branco,851.820615768,872.173083642,806.8397406524,1346.861144139,4460.3470117575,
SC,4214003,Presidente Getúlio,1742.4197659624,3739.3231779461,7250.4219593933,5525.0177987587,10048.5152690879,
SC,4214102,Presidente Nereu,241.8211978267,366.4789073403,501.803479309,870.941990358,5614.4963332189,
SC,4214151,Princesa,,,,,,
SC,4214201,Quilombo,1874.4410685598,2041.9856601832,2009.8500330746,2650.7742178493,9980.9023153232,
SC,4214300,Rancho Queimado,415.23531807,246.9147300761,132.6568807666,337.2961296996,2873.1925710924,
SC,4214409,Rio das Antas,348.5710959666,484.6833974547,608.9126317179,926.9555319166,5419.808694488,
SC,4214508,Rio do Campo,353.581805471,808.5537847265,1670.544265827,1301.3159895549,3895.7226434849,
